year_reference;code_steu;code_agglo;nom_agglo;nature_steu;epci_normalise;etat_steu;capacite_nominale_eh;capacite_nominale_kg_dbo5;percentile95_m3_j;charge_max_entree_eh;debit_entrant_m3_j;filiere_eau_principale;filiere_boues_principale;conformite_equipement_agglo;conformite_performance_agglo;conformite_collecte_agglo;conformite_globale_agglo;conformite_equipement_steu;conformite_performance_steu;conformite_station_reconstituee;cause_non_conformite;production_boues_tms;code_systeme_collecte;nom_systeme_collecte;code_masse_eau;nom_masse_eau;nom_milieu_rejet;type_milieu_rejet;latitude_rejet_wgs84;longitude_rejet_wgs84;date_derniere_modification_source;date_mise_a_jour_agglo;source_file
2022;080000597227;080000497227;SAINTE-LUCE-BELLEVUE-LADOUR;Urbain;CAESM;En service;450.0;27.0;60.0;113.0;48.0;Boue activée faible charge;Epaississement statique gravitaire;Oui;Oui;N/A;Oui;Oui;Oui;;;0.0;S080000597227;Systeme de collecte - SAINTE-LUCE-Bellevue Ladour;FRJC017;Baie de Sainte-Luce;REJET PRINCIPAL DE SAINTE-LUCE-Bellevue Ladour;Eau douce de surface;14.4769789;-60.9389859;2024-12-17;2024-12-17;export-as-telechargement(2).csv
2022;080000397227;080000397227;SAINTE-LUCE-LES COTEAUX;Urbain;CAESM;En service;1050.0;63.0;249.0;1400.0;173.0;Boue activée faible charge;Lits de séchage;Oui;Oui;N/A;Oui;Oui;Oui;;;0.0;080000397227;SC du STEU : Les Coteaux;FRJR109;Oman;Rejet Les Coteaux;Eau douce de surface;14.4967561;-60.9770167;2024-12-17;2024-12-17;export-as-telechargement(2).csv
2022;080000697227;080000597227;SAINTE-LUCE-RAMA;Privé;Non déterminé;En service;350.0;21.0;0.0;22.0;14.0;Boue activée forte charge;Lits de séchage;Oui;Non;N/A;Non;Oui;Non;;;0.0;S080000697227;Systeme de collecte - SAINTE-LUCE-Collège RAMA;FRJR109;Oman;REJET PRINCIPAL DE SAINTE-LUCE-Collège RAMA;Eau douce de surface;;;2024-12-05;2024-12-06;export-as-telechargement(2).csv
2022;080000297228;080000197228;SAINTE-MARIE;Urbain;CAP Nord;En service;9990.0;599.0;1120.0;1683.0;411.0;Boue activée aération prolongée (très faible charge);Filtration à bande;Oui;Oui;Oui;Oui;Oui;Oui;True;;8.42;080000297228;SC du STEU : POINTE BENIE;FRJC004;Nord-Atlantique, plateau insulaire;Rejet POINTE BENIE;Eau côtière;14.7928877;-61.0033322;2024-12-05;2024-12-06;export-as-telechargement(2).csv
2022;080001497228;080000897228;SAINTE-MARIE-BONAIR;Urbain;CAP Nord;En service;240.0;14.0;34.0;347.0;22.0;;;Non;Non;N/A;Non;Non;Non;;Mauvaises performances;0.0;S080001497228;Systeme de collecte - SAINTE-MARIE-Bonair-EX-SIMAR;FRJR106;Galion;REJET PRINCIPAL DE SAINTE-MARIE-Bonair-EX-SIMAR;Eau douce de surface;;;2024-12-05;2024-12-06;export-as-telechargement(2).csv
2022;080000797228;080000697228;SAINTE-MARIE-CUISINE SCOLAIRE;Privé;Non déterminé;En service;500.0;30.0;0.0;0.0;0.0;Boue activée faible charge;Lits de séchage;Oui;Non;N/A;Non;Oui;Non;;Non transmission de l'autosurveillance (STEU);0.0;S080000797228;Systeme de collecte - SAINTE-MARIE-Cuisine scolaire;;;REJET PRINCIPAL DE SAINTE-MARIE-Cuisine scolaire;Eau douce de surface;;;2024-12-05;2024-12-06;export-as-telechargement(2).csv
2022;080000397228;080000497228;SAINTE-MARIE-RECULÉE;Urbain;CAP Nord;En service;800.0;48.0;95.0;0.0;0.0;Boue activée faible charge;Lits de séchage;Non;Non;N/A;Non;Non;Non;;Non transmission complète ou incomplète de l'autosurveillance (STEU);0.0;S080000397228;Systeme de collecte - Reculée;FRJR106;Galion;REJET PRINCIPAL DE Reculée;Eau douce de surface;14.7770263;-61.032537;2024-12-05;2024-12-06;export-as-telechargement(2).csv
2022;080000897228;080000797228;SAINTE-MARIE-ROSE-DES-VENTS;Privé;Non déterminé;En service;350.0;21.0;0.0;53.0;32.0;Boue activée faible charge;;Oui;Non;N/A;Non;Oui;Non;;;0.0;S080000897228;Systeme de collecte - SAINTE-MARIE-Rose des Vents;;;REJET PRINCIPAL DE SAINTE-MARIE-Rose des Vents;Eau douce de surface;;;2024-12-05;2024-12-06;export-as-telechargement(2).csv
2022;080001097228;080000597228;SAINTE-MARIE-SAINT PAUL;Privé;Non déterminé;En service;54.0;3.0;0.0;0.0;0.0;Biofiltre;;Non;Non;N/A;Non;Non;Non;;Non transmission de l'autosurveillance;0.0;S080001097228;Systeme de collecte - SAINTE-MARIE-St Paul;FRJR105;Sainte-Marie;REJET PRINCIPAL DE SAINTE-MARIE-St Paul;Eau douce de surface;14.7475419;-61.0117044;2024-12-19;2024-12-19;export-as-telechargement(2).csv
2022;080000197223;080000197223;SAINT-ESPRIT;Urbain;CAESM;En service;1250.0;75.0;440.0;1755.0;145.0;Boue activée aération prolongée (très faible charge);Lits de séchage;Non;Non;Oui;Non;Non;Non;False;Autosurveillance jugée incorrecte par AE /ODE (STEU);0.0;080000197223;SC du STEU : PETIT FOND;FRJR110;Salée;Rejet PETIT FOND;Eau douce de surface;14.5560529;-60.9426233;2024-12-05;2024-05-15;export-as-telechargement(2).csv
2022;080000497223;080000197223;SAINT-ESPRIT;Privé;Non déterminé;En service;1800.0;108.0;0.0;1800.0;0.0;Boue activée faible charge;Filtration à plateaux;Non;Non;Oui;Non;Non;Non;False;Non transmission complète ou incomplète de l'autosurveillance (STEU);2.04;S080000497223;SC du STEU : ZAC Avenir;FRJR110;Salée;Rejet ZAC Avenir;Rejet diffus;14.5586776;-60.9379694;2024-12-05;2024-05-15;export-as-telechargement(2).csv
2022;080000297223;080000297223;SAINT-ESPRIT-PETER-MAILLET;Urbain;CAESM;En service;200.0;12.0;30.0;217.0;20.0;Boue activée faible charge;Lits de séchage;Oui;Oui;N/A;Oui;Oui;Oui;;;0.0;S080000297223;Systeme de collecte - SAINT-ESPRIT-Peter maillet;FRJR110;Salée;REJET PRINCIPAL DE SAINT-ESPRIT-Peter maillet;Eau douce de surface;;;2024-12-17;2024-12-17;export-as-telechargement(2).csv
2022;080000397223;080000397223;Saint-Esprit - REGALE;Urbain;CAESM;En service;250.0;15.0;30.0;162.0;18.0;Boue activée faible charge;Lits de séchage;Oui;Oui;N/A;Oui;Oui;Oui;;;0.0;S080000397223;Systeme de collecte - SAINT-ESPRIT-Régale;FRJR110;Salée;REJET PRINCIPAL DE SAINT-ESPRIT-Régale;Eau douce de surface;14.544151;-60.914949;2024-12-17;2024-12-17;export-as-telechargement(2).csv
2022;080000897223;080000497223;Saint-Esprit - RESIDENCE LES COULISSES;Privé;Non déterminé;En service;225.0;14.0;0.0;128.0;32.0;Boue activée faible charge;Filtres plantés (autres);Oui;Non;N/A;Non;Oui;Non;;Non transmission de l'autosurveillance (STEU);0.0;S080000897223;Systeme de collecte - SAINT-ESPRIT-Grand-Bassin;;;REJET PRINCIPAL DE SAINT-ESPRIT-Grand-Bassin;Eau douce de surface;;;2024-12-05;2024-12-06;export-as-telechargement(2).csv
2022;080000797224;080000797224;SAINT-JOSEPH-BAMBOU-DUCHAMP;Urbain;CACEM;En service;100.0;6.0;0.0;4.0;14.0;Boue activée moyenne charge;;Oui;Non;N/A;Non;Oui;Non;;Non transmission de l'autosurveillance (STEU);0.0;S080000797224;Systeme de collecte - SAINT-JOSEPH-Bambou-Duchamp;;;REJET PRINCIPAL DE SAINT-JOSEPH-Bambou-Duchamp;Eau douce de surface;;;2024-12-19;2024-12-19;export-as-telechargement(2).csv
2022;080000897224;080000897224;SAINT-JOSEPH-BELLE-ETOILE;Urbain;CACEM;En service;500.0;30.0;0.0;0.0;0.0;Boue activée moyenne charge;Epaississement statique gravitaire;Oui;Non;N/A;Non;Oui;Non;;Non transmission complète ou incomplète de l'autosurveillance (STEU);0.0;S080000897224;Systeme de collecte - SAINT-JOSEPH-Belle-Etoile;FRJT003;Mangrove de la riviere Lezarde;REJET PRINCIPAL DE SAINT-JOSEPH-Belle-Etoile;Eau douce de surface;14.6702394;-61.0283521;2024-12-05;2024-12-06;export-as-telechargement(2).csv
2022;080002497224;080001197224;SAINT-JOSEPH-CHOCO-CHOISY;Urbain;CACEM;En service;1060.0;64.0;0.0;0.0;0.0;Disques biologiques;;Oui;Non;N/A;Non;Oui;Non;;Non transmission complète ou incomplète de l'autosurveillance (STEU);0.0;S080002497224;Systeme de collecte - SAINT-JOSEPH;;;REJET PRINCIPAL DE SAINT-JOSEPH;Eau douce de surface;;;2024-12-05;2024-12-06;export-as-telechargement(2).csv
2022;080000297224;080000297224;SAINT-JOSEPH-CHOISY;Urbain;CACEM;En service;200.0;12.0;0.0;0.0;0.0;Boue activée forte charge;Epaississement statique gravitaire;Oui;Non;N/A;Non;Oui;Non;;Non transmission de l'autosurveillance (STEU);0.0;S080000297224;Systeme de collecte - SAINT-JOSEPH;;;REJET PRINCIPAL DE SAINT-JOSEPH;Eau douce de surface;;;2024-12-05;2024-12-06;export-as-telechargement(2).csv
2022;080001397224;080001297224;SAINT-JOSEPHGONDEAU MONTROSE;Urbain;CACEM;En service;150.0;9.0;0.0;150.0;22.0;;;Oui;Non;N/A;Non;Oui;Non;;Non transmission de l'autosurveillance (STEU);0.0;S080001397224;Systeme de collecte - SAINT-JOSEPH-Gondeau Montrose;;;REJET PRINCIPAL DE SAINT-JOSEPH-Gondeau Montrose;Eau douce de surface;;;2024-12-19;2024-12-19;export-as-telechargement(2).csv
2022;080002197224;080001097224;SAINT-JOSEPH-GONDEAU MONTROSE SILM;Privé;Non déterminé;En service;700.0;42.0;0.0;0.0;0.0;Boue activée faible charge;;Non;Non;N/A;Non;Non;Non;;Non transmission complète ou incomplète de l'autosurveillance (STEU);0.0;S080002197224;Systeme de collecte - SAINT-JOSEPH-Gondeau Montrose SILM;;;REJET PRINCIPAL DE SAINT-JOSEPH-Gondeau Montrose S;Eau douce de surface;;;2024-12-05;2024-12-06;export-as-telechargement(2).csv
2022;080001197224;080000997224;SAINT-JOSEPH-LA CHAPPELLE;Privé;Non déterminé;En service;800.0;48.0;0.0;0.0;0.0;Filtres Plantés;;Oui;Non;N/A;Non;Oui;Non;;Mauvaises performances;0.0;S080001197224;Systeme de collecte - SAINT-JOSEPH-La Chappelle;;;REJET PRINCIPAL DE SAINT-JOSEPH-La Chappelle;Eau douce de surface;;;2024-12-05;2024-12-06;export-as-telechargement(2).csv
2022;080000397224;080000397224;Saint-JosephLES HAMEAUX;Urbain;CACEM;En service;200.0;12.0;0.0;44.0;30.0;Boue activée faible charge;Epaississement statique gravitaire;Oui;Non;N/A;Non;Oui;Non;;Non transmission de l'autosurveillance (STEU);0.0;S080000397224;Systeme de collecte - SAINT-JOSEPH-Les Hammeaux;FRJR112;Lézarde Moyenne;REJET PRINCIPAL DE SAINT-JOSEPH-Les Hammeaux;Eau douce de surface;14.6719964;-61.0224325;2024-12-19;2024-12-19;export-as-telechargement(2).csv
2022;080000197224;080000197224;SAINT-JOSEPH-MARTINIQUE;Urbain;CACEM;En service;2500.0;150.0;333.0;3896.0;299.0;Boue activée forte charge;Centrifugation;Non;Non;Oui;Non;Non;Non;False;Mauvaises performances;12.94;080000197224;SC du STEU : ROSIERES;FRJT003;Mangrove de la riviere Lezarde;Rejet ROSIERES;Eau douce de surface;14.6679289;-61.0383053;2024-12-05;2024-12-06;export-as-telechargement(2).csv
2022;080001597224;080001697224;Saint-Joseph MORNE BASSET;Urbain;CACEM;En service;75.0;5.0;0.0;0.0;0.0;Boue activée faible charge;;Non;Non;N/A;Non;Non;Non;;Non transmission de l'autosurveillance (STEU);0.0;080001597224;Systeme de collecte - MORNE BASSET;;;REJET PRINCIPAL DE MORNE BASSET;Eau douce de surface;;;2024-12-19;2024-12-19;export-as-telechargement(2).csv
2022;080002797224;080001797224;Saint-Joseph - MORNE BASSET 2;Urbain;CACEM;En service;75.0;5.0;0.0;0.0;0.0;;;Non;Non;N/A;Non;Non;Non;;Non transmission de l'autosurveillance (STEU);0.0;S080002797224;Systeme de collecte - SAINT-JOSEPH MORNE BASSET 2;;;REJET PRINCIPAL DE SAINT-JOSEPH MORNE BASSET 2;Eau douce de surface;;;2024-12-19;2024-12-19;export-as-telechargement(2).csv
2022;080002097224;080001397224;Saint-Joseph- POW'ROSE - BELLE ETOILE 2;Privé;Non déterminé;En service;280.0;17.0;0.0;385.0;41.0;;;Oui;Non;N/A;Non;Oui;Non;;;0.0;S0897224XXXXX;Systeme de collecte - SAINT-JOSEPH;;;REJET PRINCIPAL DE SAINT-JOSEPH;Eau douce de surface;;;2024-12-05;2024-12-06;export-as-telechargement(2).csv
2022;080000697224;080000697224;SAINT-JOSEPH-PRESQU'ÎLE;Urbain;CACEM;En service;50.0;3.0;0.0;10.0;7.0;Boue activée moyenne charge;;Oui;Non;N/A;Non;Oui;Non;;Non transmission de l'autosurveillance (STEU);0.0;S080000697224;Systeme de collecte - SAINT-JOSEPH;FRJR113;Lézarde Amont;REJET PRINCIPAL DE SAINT-JOSEPH;Eau douce de surface;;;2024-12-19;2024-12-19;export-as-telechargement(2).csv
2022;080002297224;080001597224;Saint-Joseph-RAMEDACE NORD;Urbain;CACEM;En service;400.0;24.0;0.0;0.0;0.0;;;Non;Non;N/A;Non;Non;Non;;Absence de bilan annuel de fonctionnement;0.0;S080002297224;Systeme de collecte - Ramedace Nord;;;REJET PRINCIPAL DE RAMEDACE NORD;Eau douce de surface;;;2024-12-05;2024-12-06;export-as-telechargement(2).csv
2022;080000597224;080000597224;SAINT-JOSEPH-RAVINE BANCHE NORD;Urbain;CACEM;En service;125.0;8.0;0.0;12.0;10.0;Boue activée faible charge;Epaississement statique gravitaire;Oui;Non;N/A;Non;Oui;Non;;Mauvaises performances;0.0;S080000597224;Systeme de collecte - SAINT-JOSEPH;FRJR114;Blanche;REJET PRINCIPAL DE SAINT-JOSEPH;Eau douce de surface;14.6755442;-61.0209432;2024-12-05;2024-12-06;export-as-telechargement(2).csv
2022;080000497224;080000497224;SAINT-JOSEPH-RAVINE BLANCHE SUD;Urbain;CACEM;En service;250.0;15.0;0.0;0.0;0.0;Boue activée forte charge;Epaississement statique gravitaire;Oui;Non;N/A;Non;Oui;Non;;Absence de bilan annuel de fonctionnement;0.0;S080000497224;Systeme de collecte - SAINT-JOSEPH-Ravine Blanche Sud;FRJR114;Blanche;REJET PRINCIPAL DE SAINT-JOSEPH-Ravine Blanche Sud;Eau douce de surface;14.6717565;-61.0229081;2024-12-05;2024-12-06;export-as-telechargement(2).csv
2022;08003097224;080001497224;SAINT-JOSEPH-RAVINE-CHARMEUSE;Privé;Non déterminé;En service;470.0;28.0;0.0;0.0;0.0;Prétraitements;Filtres plantés (autres);Oui;Oui;N/A;Oui;Oui;Oui;;;0.0;S 08003097224;Systeme de collecte - SAINT-JOSEPH;;;REJET PRINCIPAL DE SAINT-JOSEPH;Eau douce de surface;;;2024-12-05;2024-12-06;export-as-telechargement(2).csv
2022;080000397225;080000297225;SAINT-PIERRE-CDST;Privé;Non déterminé;En service;150.0;9.0;0.0;0.0;0.0;Boue activée forte charge;;Non;Non;N/A;Non;Non;Non;;Non transmission de l'autosurveillance (STEU);0.0;S080000397225;Systeme de collecte - SAINT-PIERRE-CDST;FRJC002;Nord-Caraibe;REJET PRINCIPAL DE SAINT-PIERRE-CDST;Eau douce de surface;14.7558013;-61.1794683;2024-12-19;2024-12-19;export-as-telechargement(2).csv
2022;080000297225;080000497225;SAINT-PIERRE-LEP ST JAMES;Privé;Non déterminé;En service;500.0;30.0;0.0;0.0;0.0;Boue activée faible charge;;Oui;Non;N/A;Non;Oui;Non;;;0.0;S080000297225;Systeme de collecte - SAINT-PIERRE-LEP St James;FRJC002;Nord-Caraibe;REJET PRINCIPAL DE SAINT-PIERRE-LEP St James;Eau douce de surface;14.7459726;-61.169669;2024-12-05;2024-12-06;export-as-telechargement(2).csv
2022;080000797225;080000397225;SAINT-PIERRE-MANFÉNIL LLS HABITATION BEA;Privé;Non déterminé;En service;650.0;39.0;0.0;0.0;0.0;Boue activée faible charge;Epaississement statique gravitaire;Oui;Non;N/A;Non;Oui;Non;;;0.0;S080000797225;Systeme de collecte - SAINT-PIERRE-Manfénil;FRJG203;Domaine Nord Caraïbe;REJET PRINCIPAL DE SAINT-PIERRE-Manfénil;Eau douce de surface;14.7618971;-61.1834947;2024-12-05;2024-12-06;export-as-telechargement(2).csv
2022;080000197225;080000197225;SAINT-PIERRE-MARTINIQUE;Urbain;CAP Nord;En service;4000.0;240.0;493.0;3370.0;355.0;Boue activée faible charge;Centrifugation;Non;Oui;Oui;Non;Non;Oui;False;;6.05;080000197225;SC du STEU : FOND CORRE;FRJC004;Nord-Atlantique, plateau insulaire;Rejet FOND CORRE;Eau côtière;14.7585693;-61.1866893;2024-12-17;2024-12-17;export-as-telechargement(2).csv
2022;080000297229;080000297229;SCHOELCHERFOND LAHAYE;Urbain;CACEM;En service;4000.0;240.0;934.0;2750.0;386.0;Boue activée aération prolongée (très faible charge);Filtration à bande;Non;Non;Oui;Non;Non;Non;False;Point de mesure A2 absent;3.85;080000297229;SC du STEU : FOND LAYAHE;FRJC002;Nord-Caraibe;Rejet FOND LAHAYE;Eau douce de surface;14.633484;-61.1075265;2024-12-05;2024-12-06;export-as-telechargement(2).csv
2022;080000197230;080000197230;TRINITE-DESMARINIERES;Urbain;CAP Nord;En service;10000.0;600.0;851.0;4076.0;675.0;Boue activée aération prolongée (très faible charge);Filtration à bande;Non;Non;Oui;Non;Non;Non;False;Point de mesure A2 absent;54.22;080000197230;SC du STEU : DESMARINIERES;FRJC014;Baie du Galion;Rejet DESMARINIERES;Eau côtière;14.7305449;-60.9578472;2024-12-17;2024-12-17;export-as-telechargement(2).csv
2022;080001097230;080000497230;TRINITE-LA VALÉRIANNE;Privé;Non déterminé;En service;110.0;7.0;0.0;0.0;0.0;Boue activée moyenne charge;;Non;Non;N/A;Non;Non;Non;;Non transmission de l'autosurveillance (STEU);0.0;S080001097230;Systeme de collecte - TRINITE;FRJC012;Baie de La Trinite;REJET PRINCIPAL DE TRINITE;Eau douce de surface;14.7448676;-60.9742885;2024-12-19;2024-12-19;export-as-telechargement(2).csv
2022;080000397230;080000397230;TRINITE-QUARTIER BAC;Urbain;CAP Nord;En service;1000.0;60.0;90.0;127.0;80.0;Boue activée faible charge;Lits de séchage;Non;Oui;N/A;Non;Non;Oui;;;0.0;080000397230;SC du STEU : Quartier Bac;;;Rejet Quartier Bac;Eau douce de surface;14.7266525;-60.9468717;2024-12-17;2024-12-17;export-as-telechargement(2).csv
2022;080000197231;080000197231;TROIS-ILETS;Urbain;CAESM;En service;12500.0;750.0;1879.0;9248.0;1469.0;Boue activée aération prolongée (très faible charge);Filtration à bande;Non;N/A;Oui;Non;Non;Non;False;Mauvaises performances;0.0;080000197231;SC du STEU : ANSE MARETTE;FRJC001;Baie de Genipa;Rejet ANSE MARETTE;Eau côtière;14.5340544;-61.038054;2024-12-17;2024-12-17;export-as-telechargement(2).csv
2022;080000297231;080000297231;TROIS-ILETS-LA FERME;Urbain;CAESM;En service;200.0;12.0;30.0;200.0;30.0;Boue activée faible charge;Epaississement statique gravitaire;Oui;Non;N/A;Non;Oui;Non;;;0.0;S080000297231;Systeme de collecte - TROIS-ILETS-La Ferme;FRJC001;Baie de Genipa;REJET PRINCIPAL DE TROIS-ILETS-La Ferme;Eau douce de surface;;;2024-12-17;2024-12-17;export-as-telechargement(2).csv
2022;080000197232;080000197232;VAUCLIN-BOURG;Urbain;CAESM;En service;5000.0;300.0;1104.0;3720.0;661.0;Boue activée forte charge;Filtration à bande;Non;Non;Oui;Non;Non;Non;False;Autosurveillance jugée incorrecte par AE /ODE (STEU);26.54;080000197232;SC du STEU : BOURG;FRJC008;Littoral du Francois au Vauclin;Rejet BOURG;Eau côtière;14.5493998;-60.8410554;2024-12-17;2024-12-17;export-as-telechargement(2).csv
2022;080000297232;080000297232;VAUCLIN-GRANDE CASE;Urbain;CAESM;En service;600.0;36.0;40.0;173.0;20.0;Boue activée faible charge;Epaississement statique gravitaire;Non;Non;N/A;Non;Non;Non;;;0.0;080000297232;SC du STEU : GRANDE CASE;FRJR017;-;Rejet GRANDE CASE;Eau douce de surface;14.5696454;-60.8711685;2024-12-17;2024-12-17;export-as-telechargement(2).csv
