annee_reference;indicator_id;domain;territoire;value;unit;source_primary;source_detail;source_file;source_page;coverage_status;quality_status;record_role;population_millesime;note
2023;D301.0_LOCAL;ANC;CACEM;61094;habitants;RAD_RPQS;ODYSSI_BILAN;Bilan ODYSSI 2023.pdf;60;COMPLETE;OK;PRODUCTION;;Estimation locale des habitants non desservis par un réseau de collecte.
2023;ANC_INSTALLATIONS_ESTIMEES;ANC;CACEM;28845;foyers/installations;RAD_RPQS;ODYSSI_BILAN;Bilan ODYSSI 2023.pdf;60;COMPLETE;OK;PRODUCTION;;
2023;ANC_CONTROLES_TOTAL;ANC;CACEM;472;contrôles/an;RAD_RPQS;ODYSSI_BILAN;Bilan ODYSSI 2023.pdf;60;COMPLETE;OK;PRODUCTION;;
2023;ANC_CONTROLE_CONCEPTION;ANC;CACEM;170;contrôles/an;RAD_RPQS;ODYSSI_BILAN;Bilan ODYSSI 2023.pdf;61;COMPLETE;OK;PRODUCTION;;
2023;ANC_CONTROLE_EXECUTION;ANC;CACEM;61;contrôles/an;RAD_RPQS;ODYSSI_BILAN;Bilan ODYSSI 2023.pdf;61;COMPLETE;OK;PRODUCTION;;
2023;ANC_CONTROLE_EXISTANT;ANC;CACEM;25;contrôles/an;RAD_RPQS;ODYSSI_BILAN;Bilan ODYSSI 2023.pdf;61;COMPLETE;OK;PRODUCTION;;
2023;ANC_DIAGNOSTIC_VENTE;ANC;CACEM;216;contrôles/an;RAD_RPQS;ODYSSI_BILAN;Bilan ODYSSI 2023.pdf;61;COMPLETE;OK;PRODUCTION;;
2023;EP_VOLUME_PRODUIT;EAU_POTABLE;EX_SICSM;15550899.0;m³/an;RAD_RPQS;EX_SICSM_EP;RAD_Eau_Potable_Ex-SICSM_2023.pdf;15;COMPLETE;OK;PRODUCTION;;Production commune au périmètre Ex-SICSM, non ventilée entre CAESM et Robert-Trinité.
2023;EP_VOLUME_MIS_DISTRIBUTION;EAU_POTABLE;EX_SICSM;14188553.0;m³/an;RAD_RPQS;EX_SICSM_EP;RAD_Eau_Potable_Ex-SICSM_2023.pdf;15;COMPLETE;OK;PRODUCTION;;Périmètre Ex-SICSM.
2023;EP_VOLUME_FACTURE;EAU_POTABLE;CAESM;7983058.0;m³/an;RAD_RPQS;EX_SICSM_EP;RAD_Eau_Potable_Ex-SICSM_2023.pdf;15;COMPLETE;OK;PRODUCTION;;
2023;EP_RESEAU_KM;EAU_POTABLE;CAESM;1377.23;km;RAD_RPQS;EX_SICSM_EP;RAD_Eau_Potable_Ex-SICSM_2023.pdf;15;COMPLETE;OK;PRODUCTION;;
2023;EP_ABONNES;EAU_POTABLE;CAESM;62699.0;abonnés;RAD_RPQS;EX_SICSM_EP;RAD_Eau_Potable_Ex-SICSM_2023.pdf;15;COMPLETE;OK;PRODUCTION;;
2023;P101.1_LOCAL;EAU_POTABLE;CAESM;98.5;%;RAD_RPQS;EX_SICSM_EP;RAD_Eau_Potable_Ex-SICSM_2023.pdf;15;COMPLETE;OK;PRODUCTION;;
2023;P102.1_LOCAL;EAU_POTABLE;CAESM;100.0;%;RAD_RPQS;EX_SICSM_EP;RAD_Eau_Potable_Ex-SICSM_2023.pdf;15;COMPLETE;OK;PRODUCTION;;
2023;EP_VOLUME_FACTURE;EAU_POTABLE;ROBERT_TRINITE;1898167.0;m³/an;RAD_RPQS;EX_SICSM_EP;RAD_Eau_Potable_Ex-SICSM_2023.pdf;16;COMPLETE;OK;PRODUCTION;;Sous-périmètre de CAP Nord.
2023;EP_RESEAU_KM;EAU_POTABLE;ROBERT_TRINITE;284.3;km;RAD_RPQS;EX_SICSM_EP;RAD_Eau_Potable_Ex-SICSM_2023.pdf;16;COMPLETE;OK;PRODUCTION;;Sous-périmètre de CAP Nord.
2023;EP_ABONNES;EAU_POTABLE;ROBERT_TRINITE;14266.0;abonnés;RAD_RPQS;EX_SICSM_EP;RAD_Eau_Potable_Ex-SICSM_2023.pdf;16;COMPLETE;OK;PRODUCTION;;Sous-périmètre de CAP Nord.
2023;AC_STEU_NB;ASSAINISSEMENT_COLLECTIF;CAESM;32.0;stations;RAD_RPQS;EX_SICSM_AC;RAD_Assainissement_Ex-SICSM_2023.pdf;7;COMPLETE;OK;PRODUCTION;;
2023;AC_POSTES_REFOULEMENT;ASSAINISSEMENT_COLLECTIF;CAESM;123.0;ouvrages;RAD_RPQS;EX_SICSM_AC;RAD_Assainissement_Ex-SICSM_2023.pdf;7;COMPLETE;OK;PRODUCTION;;
2023;AC_VOLUME_TRAITE;ASSAINISSEMENT_COLLECTIF;CAESM;3254971.0;m³/an;RAD_RPQS;EX_SICSM_AC;RAD_Assainissement_Ex-SICSM_2023.pdf;7;COMPLETE;OK;PRODUCTION;;
2023;AC_BOUES_TMS;ASSAINISSEMENT_COLLECTIF;CAESM;322.2;tMS/an;RAD_RPQS;EX_SICSM_AC;RAD_Assainissement_Ex-SICSM_2023.pdf;7;COMPLETE;OK;PRODUCTION;;
2023;AC_RESEAU_KM;ASSAINISSEMENT_COLLECTIF;CAESM;305.1;km;RAD_RPQS;EX_SICSM_AC;RAD_Assainissement_Ex-SICSM_2023.pdf;7;COMPLETE;OK;PRODUCTION;;
2023;AC_ABONNES;ASSAINISSEMENT_COLLECTIF;CAESM;24046.0;abonnés;RAD_RPQS;EX_SICSM_AC;RAD_Assainissement_Ex-SICSM_2023.pdf;7;COMPLETE;OK;PRODUCTION;;
2023;AC_STEU_NB;ASSAINISSEMENT_COLLECTIF;ROBERT_TRINITE;8.0;stations;RAD_RPQS;EX_SICSM_AC;RAD_Assainissement_Ex-SICSM_2023.pdf;8;COMPLETE;OK;PRODUCTION;;Sous-périmètre de CAP Nord.
2023;AC_POSTES_REFOULEMENT;ASSAINISSEMENT_COLLECTIF;ROBERT_TRINITE;62.0;ouvrages;RAD_RPQS;EX_SICSM_AC;RAD_Assainissement_Ex-SICSM_2023.pdf;8;COMPLETE;OK;PRODUCTION;;Sous-périmètre de CAP Nord.
2023;AC_VOLUME_TRAITE;ASSAINISSEMENT_COLLECTIF;ROBERT_TRINITE;834627.0;m³/an;RAD_RPQS;EX_SICSM_AC;RAD_Assainissement_Ex-SICSM_2023.pdf;8;COMPLETE;OK;PRODUCTION;;Sous-périmètre de CAP Nord.
2023;AC_BOUES_TMS;ASSAINISSEMENT_COLLECTIF;ROBERT_TRINITE;106.259;tMS/an;RAD_RPQS;EX_SICSM_AC;RAD_Assainissement_Ex-SICSM_2023.pdf;8;COMPLETE;OK;PRODUCTION;;Sous-périmètre de CAP Nord.
2023;AC_RESEAU_KM;ASSAINISSEMENT_COLLECTIF;ROBERT_TRINITE;102.502;km;RAD_RPQS;EX_SICSM_AC;RAD_Assainissement_Ex-SICSM_2023.pdf;8;COMPLETE;OK;PRODUCTION;;Sous-périmètre de CAP Nord.
2023;AC_ABONNES;ASSAINISSEMENT_COLLECTIF;ROBERT_TRINITE;6774.0;abonnés;RAD_RPQS;EX_SICSM_AC;RAD_Assainissement_Ex-SICSM_2023.pdf;8;COMPLETE;OK;PRODUCTION;;Sous-périmètre de CAP Nord.
2023;ANC_CONTROLE_CONCEPTION;ANC;CAESM;494;contrôles/an;RAD_RPQS;CAESM_SPANC;RPQS SPANC 2023.pdf;4;COMPLETE;OK;PRODUCTION;;443 PC + 51 réhabilitations.
2023;ANC_CONTROLE_EXECUTION;ANC;CAESM;61;contrôles/an;RAD_RPQS;CAESM_SPANC;RPQS SPANC 2023.pdf;4;COMPLETE;OK;PRODUCTION;;
2023;ANC_CONTROLE_EXISTANT;ANC;CAESM;250;contrôles/an;RAD_RPQS;CAESM_SPANC;RPQS SPANC 2023.pdf;4;COMPLETE;OK;PRODUCTION;;216 ventes + 34 ponctuels/nuisances.
2023;ANC_CONTROLES_TOTAL;ANC;CAESM;805;contrôles/an;RAD_RPQS;CAESM_SPANC;RPQS SPANC 2023.pdf;4;COMPLETE;OK;PRODUCTION;;
2023;D301.0_LOCAL;ANC;CAESM;73440;habitants;RAD_RPQS;CAESM_SPANC;RPQS SPANC 2023.pdf;5;COMPLETE;OK;PRODUCTION;;Calcul local : (abonnés AEP - abonnés AC) × 1,9 personne/foyer.
2023;ANC_INSTALLATIONS_ESTIMEES;ANC;CAESM;38653;foyers/installations;RAD_RPQS;CAESM_SPANC;RPQS SPANC 2023.pdf;5;COMPLETE;OK;PRODUCTION;;
2023;P301.3;ANC;CAESM;;%;RAD_RPQS;CAESM_SPANC;RPQS SPANC 2023.pdf;2;NOT_APPLICABLE;NOT_CALCULABLE;DIAGNOSTIC;;D302.0 = 70 (<100), le RPQS indique que P301.3 ne doit pas être calculé.
2023;EP_VOLUME_PRODUIT;EAU_POTABLE;CAP_NORD_CONTRAT_SME;5376217.0;m³/an;RAD_RPQS;CAPNORD_EP_CONTRACT;RAD_Eau_potable_CAP_NORD_2023.pdf;7;COMPLETE;TERRITORY_MAPPING_TO_CONFIRM;DIAGNOSTIC;;"Périmètre exact du contrat SME à confirmer avant toute agrégation EPCI ; le rapport est conservé au niveau contractuel."
2023;EP_VOLUME_MIS_DISTRIBUTION;EAU_POTABLE;CAP_NORD_CONTRAT_SME;7732079.0;m³/an;RAD_RPQS;CAPNORD_EP_CONTRACT;RAD_Eau_potable_CAP_NORD_2023.pdf;7;COMPLETE;TERRITORY_MAPPING_TO_CONFIRM;DIAGNOSTIC;;"Périmètre exact du contrat SME à confirmer avant toute agrégation EPCI ; le rapport est conservé au niveau contractuel."
2023;EP_VOLUME_FACTURE;EAU_POTABLE;CAP_NORD_CONTRAT_SME;3824192.0;m³/an;RAD_RPQS;CAPNORD_EP_CONTRACT;RAD_Eau_potable_CAP_NORD_2023.pdf;7;COMPLETE;TERRITORY_MAPPING_TO_CONFIRM;DIAGNOSTIC;;"Périmètre exact du contrat SME à confirmer avant toute agrégation EPCI ; le rapport est conservé au niveau contractuel."
2023;EP_RESEAU_KM;EAU_POTABLE;CAP_NORD_CONTRAT_SME;950.41;km;RAD_RPQS;CAPNORD_EP_CONTRACT;RAD_Eau_potable_CAP_NORD_2023.pdf;7;COMPLETE;TERRITORY_MAPPING_TO_CONFIRM;DIAGNOSTIC;;"Périmètre exact du contrat SME à confirmer avant toute agrégation EPCI ; le rapport est conservé au niveau contractuel."
2023;P104.3_LOCAL;EAU_POTABLE;CAP_NORD_CONTRAT_SME;50.8;%;RAD_RPQS;CAPNORD_EP_CONTRACT;RAD_Eau_potable_CAP_NORD_2023.pdf;7;COMPLETE;TERRITORY_MAPPING_TO_CONFIRM;DIAGNOSTIC;;"Périmètre exact du contrat SME à confirmer avant toute agrégation EPCI ; le rapport est conservé au niveau contractuel."
2023;EP_ABONNES;EAU_POTABLE;CAP_NORD_CONTRAT_SME;38372.0;abonnés;RAD_RPQS;CAPNORD_EP_CONTRACT;RAD_Eau_potable_CAP_NORD_2023.pdf;7;COMPLETE;TERRITORY_MAPPING_TO_CONFIRM;DIAGNOSTIC;;"Périmètre exact du contrat SME à confirmer avant toute agrégation EPCI ; le rapport est conservé au niveau contractuel."
2023;P102.1_LOCAL;EAU_POTABLE;CAP_NORD_CONTRAT_SME;100.0;%;RAD_RPQS;CAPNORD_EP_CONTRACT;RAD_Eau_potable_CAP_NORD_2023.pdf;7;COMPLETE;TERRITORY_MAPPING_TO_CONFIRM;DIAGNOSTIC;;"Périmètre exact du contrat SME à confirmer avant toute agrégation EPCI ; le rapport est conservé au niveau contractuel."
2023;AC_RESEAU_KM;ASSAINISSEMENT_COLLECTIF;CAP_NORD;254.88;km;RAD_RPQS;CAPNORD_AC_RPQS;RPQS Assainissement collectif 2023.pdf;6;COMPLETE;OK;PRODUCTION;;
2023;AC_BOUES_TMS;ASSAINISSEMENT_COLLECTIF;CAP_NORD;353.0;tMS/an;RAD_RPQS;CAPNORD_AC_RPQS;RPQS Assainissement collectif 2023.pdf;11;COMPLETE;OK;PRODUCTION;;Somme Trinité-Robert + autres communes.
2023;AC_ABONNES;ASSAINISSEMENT_COLLECTIF;CAP_NORD;17981;abonnés;RAD_RPQS;CAPNORD_AC_RPQS;RPQS Assainissement collectif 2023.pdf;12;COMPLETE;OK;PRODUCTION;;
2023;AC_POPULATION_DESSERVIE;ASSAINISSEMENT_COLLECTIF;CAP_NORD;44409;habitants;RAD_RPQS;CAPNORD_AC_RPQS;RPQS Assainissement collectif 2023.pdf;11;COMPLETE;OK;PRODUCTION;;
2023;AC_VOLUME_ASSUJETTI;ASSAINISSEMENT_COLLECTIF;CAP_NORD;1771215;m³/an;RAD_RPQS;CAPNORD_AC_RPQS;RPQS Assainissement collectif 2023.pdf;5;COMPLETE;OK;PRODUCTION;;"Volume assujetti à la redevance ; ne pas confondre avec volume traité."
2023;D301.0_LOCAL;ANC;CAP_NORD;96187;habitants;RAD_RPQS;CAPNORD_SPANC;RPQS SPANC 2023(1).pdf;3;COMPLETE;METHODOLOGY_TO_REVIEW;DIAGNOSTIC;;La valeur correspond à une population INSEE ancienne du territoire et semble surestimer la population réellement en ANC.
2023;ANC_INSTALLATIONS_ESTIMEES;ANC;CAP_NORD;30152;installations;RAD_RPQS;CAPNORD_SPANC;RPQS SPANC 2023(1).pdf;3;COMPLETE;OK;PRODUCTION;;
2023;P301.3_PUBLISHED;ANC;CAP_NORD;28.0;%;RAD_RPQS;CAPNORD_SPANC;RPQS SPANC 2023(1).pdf;9;COMPLETE;SOURCE_CALCULATION_ERROR;AUDIT;;"Valeur publiée 2023 ; 4801/18322 = 26,20 %. Le RPQS 2024 corrige rétrospectivement 2023 à 26,20 %."
2023;P301.3;ANC;CAP_NORD;26.203471236764546;%;RAD_RPQS;CAPNORD_SPANC;RPQS SPANC 2023(1).pdf;9;COMPLETE;REVISED_BY_LATER_SOURCE;PRODUCTION;;Valeur recalculée et confirmée par le RPQS 2024.
2023;AC_ABONNES;ASSAINISSEMENT_COLLECTIF;Martinique;82085.0;abonnés;RAD_RPQS;DERIVED;CALCUL_LOCAL;;COMPLETE;OK;PRODUCTION;;Somme des trois EPCI à partir des RAD/RPQS locaux.
2023;AC_RESEAU_KM;ASSAINISSEMENT_COLLECTIF;Martinique;943.98;km;RAD_RPQS;DERIVED;CALCUL_LOCAL;;COMPLETE;OK;PRODUCTION;;Somme des trois EPCI à partir des RAD/RPQS locaux.
2023;AC_BOUES_TMS;ASSAINISSEMENT_COLLECTIF;Martinique;1745.6200000000001;tMS/an;RAD_RPQS;DERIVED;CALCUL_LOCAL;;COMPLETE;OK;PRODUCTION;;Somme des trois EPCI à partir des RAD/RPQS locaux.
2023;RES_015;RESSOURCE;Martinique;60781832;m³/an;BNPE;Somme détail prelevements.csv;mart_bnpe_indicateurs_2023.csv;;COMPLETE;OK;PRODUCTION;;
2023;RES_014;RESSOURCE;Martinique;44946211;m³/an;BNPE;Somme Code usage BNPE=AEP;mart_bnpe_indicateurs_2023.csv;;COMPLETE;OK;PRODUCTION;;
2023;RES_016;RESSOURCE;Martinique;13947721;m³/an;BNPE;Somme Code usage BNPE=IRR;mart_bnpe_indicateurs_2023.csv;;COMPLETE;OK;PRODUCTION;;
2023;RES_017;RESSOURCE;Martinique;1887900;m³/an;BNPE;Somme Code usage BNPE=IND;mart_bnpe_indicateurs_2023.csv;;COMPLETE;OK;PRODUCTION;;
2023;RES_001;RESSOURCE;Martinique;73.94678561185849;%;BNPE;AEP / total ×100;mart_bnpe_indicateurs_2023.csv;;COMPLETE;OK;PRODUCTION;;
2023;RES_002;RESSOURCE;Martinique;22.94718757407641;%;BNPE;IRR / total ×100;mart_bnpe_indicateurs_2023.csv;;COMPLETE;OK;PRODUCTION;;
2023;RES_003;RESSOURCE;Martinique;3.1060268140650975;%;BNPE;IND / total ×100;mart_bnpe_indicateurs_2023.csv;;COMPLETE;OK;PRODUCTION;;
2023;RES_004;RESSOURCE;Martinique;94.89692245693413;%;BNPE;AEP CONT / AEP ×100;mart_bnpe_indicateurs_2023.csv;;COMPLETE;OK;PRODUCTION;;
2023;RES_005;RESSOURCE;Martinique;5.103077543065866;%;BNPE;AEP SOUT / AEP ×100;mart_bnpe_indicateurs_2023.csv;;COMPLETE;OK;PRODUCTION;;
2023;RES_006;RESSOURCE;Martinique;57.88136846507484;%;BNPE;AEP ouvrages Lézarde + Blanche / AEP ×100;mart_bnpe_indicateurs_2023.csv;;COMPLETE;OK;PRODUCTION;;
2023;RES_007;RESSOURCE;Martinique;29;nb;BNPE;Nombre d'ouvrages AEP présents dans BNPE;mart_bnpe_indicateurs_2023.csv;;COMPLETE;INCOMPLETE_INVENTORY;DIAGNOSTIC;;BNPE non exhaustive pour le comptage des captages.
2023;RES_008;RESSOURCE;Martinique;13;nb;BNPE;Nombre d'ouvrages AEP CONT présents dans BNPE;mart_bnpe_indicateurs_2023.csv;;COMPLETE;INCOMPLETE_INVENTORY;DIAGNOSTIC;;BNPE non exhaustive pour le comptage des captages.
2023;RES_009;RESSOURCE;Martinique;16;nb;BNPE;Nombre d'ouvrages AEP SOUT présents dans BNPE;mart_bnpe_indicateurs_2023.csv;;COMPLETE;INCOMPLETE_INVENTORY;DIAGNOSTIC;;BNPE non exhaustive pour le comptage des captages.
2023;EP_VOLUME_FACTURE_LOCAL_DIAG;EAU_POTABLE;Martinique;24653339.0;m³/an;CALCUL_LOCAL;CACEM + CAESM + contrat CAP Nord + Robert-Trinité;;;PARTIAL_METHOD;TERRITORY_MAPPING_TO_CONFIRM;DIAGNOSTIC;;Ne pas publier avant validation formelle du périmètre du contrat SME CAP Nord.
2023;EP_CONSO_L_J_HAB_LOCAL_DIAG;EAU_POTABLE;Martinique;187.29277797340194;L/j/hab;CALCUL_LOCAL;Volume facturé local / population municipale INSEE;;;PARTIAL_METHOD;TERRITORY_MAPPING_TO_CONFIRM;DIAGNOSTIC;2023;Diagnostic uniquement.
2023;EP_ABONNES_LOCAL_DIAG;EAU_POTABLE;Martinique;192495.0;abonnés;CALCUL_LOCAL;CACEM + CAESM + contrat CAP Nord + Robert-Trinité;;;PARTIAL_METHOD;TERRITORY_MAPPING_TO_CONFIRM;DIAGNOSTIC;;Diagnostic uniquement.
